"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 01 16:09:04 UTC 2025","Mon Sep 01 16:09:07 UTC 2025","2803","","Tests.CRUDPosts.CreatePostValidationTests","","Tests.CRUDPosts.CreatePostValidationTests","quantityFieldValidationTest","quantityFieldValidationTest()","Check Validation for Quantity Field"
"passed","Mon Sep 01 16:09:15 UTC 2025","Mon Sep 01 16:09:17 UTC 2025","2126","","Tests.CRUDPosts.CreatePostValidationTests","","Tests.CRUDPosts.CreatePostValidationTests","geotechnicalReportLargeFileUploadErrorTest","geotechnicalReportLargeFileUploadErrorTest()","Check Upload Big File Error to Geotechnical Report"
"passed","Mon Sep 01 16:09:07 UTC 2025","Mon Sep 01 16:09:09 UTC 2025","2009","","Tests.CRUDPosts.CreatePostValidationTests","","Tests.CRUDPosts.CreatePostValidationTests","companyNameFieldInvalidCharsTest","companyNameFieldInvalidCharsTest()","Check Validation for Company Name Field"
"passed","Mon Sep 01 16:09:09 UTC 2025","Mon Sep 01 16:09:12 UTC 2025","2748","","Tests.CRUDPosts.CreatePostValidationTests","","Tests.CRUDPosts.CreatePostValidationTests","priceFieldValidationTest","priceFieldValidationTest()","Check Validation for Price Field"
"passed","Mon Sep 01 16:10:01 UTC 2025","Mon Sep 01 16:10:04 UTC 2025","2533","","Tests.SignInResetPasswordProfileWEB.LoginTest","","Tests.SignInResetPasswordProfileWEB.LoginTest","loginNegativeEmailTest","loginNegativeEmailTest()","Check Incorrect email in LogIn Page"
"passed","Mon Sep 01 16:09:03 UTC 2025","Mon Sep 01 16:09:04 UTC 2025","1913","","Tests.CRUDPosts.CreatePostValidationTests","","Tests.CRUDPosts.CreatePostValidationTests","notesFieldInvalidCharsTest","notesFieldInvalidCharsTest()","Check Validation for Notes Field"
"passed","Mon Sep 01 16:08:55 UTC 2025","Mon Sep 01 16:08:57 UTC 2025","1899","","Tests.CRUDPosts.CreatePostValidationTests","","Tests.CRUDPosts.CreatePostValidationTests","checkHidedUploadFieldsInSupplyAnalysesAndGeotechnicalReportsTest","checkHidedUploadFieldsInSupplyAnalysesAndGeotechnicalReportsTest()","If Post type is Need: Check Hided Upload Fields In Supply Analyses and Geotechnical Reports"
"passed","Mon Sep 01 16:08:59 UTC 2025","Mon Sep 01 16:09:03 UTC 2025","3347","","Tests.CRUDPosts.CreatePostValidationTests","","Tests.CRUDPosts.CreatePostValidationTests","sliderDistanceValidationTest","sliderDistanceValidationTest()","Check Validation for Match Distance Slider"
"passed","Mon Sep 01 16:09:55 UTC 2025","Mon Sep 01 16:09:56 UTC 2025","1504","","Tests.SignInResetPasswordProfileWEB.ResetPasswordTest","","Tests.SignInResetPasswordProfileWEB.ResetPasswordTest","positivePasswordReq","positivePasswordReq()","Check Correct email in Reset Password"
"passed","Mon Sep 01 16:10:06 UTC 2025","Mon Sep 01 16:10:08 UTC 2025","1969","","Tests.SignInResetPasswordProfileWEB.LoginTest","","Tests.SignInResetPasswordProfileWEB.LoginTest","loginPositiveTest","loginPositiveTest()","Verify that the user can log in with valid credentials"
"passed","Mon Sep 01 16:09:12 UTC 2025","Mon Sep 01 16:09:15 UTC 2025","3124","","Tests.CRUDPosts.CreatePostValidationTests","","Tests.CRUDPosts.CreatePostValidationTests","notesLargeFileUploadErrorTest","notesLargeFileUploadErrorTest()","Check Upload Big File Error to Notes"
"passed","Mon Sep 01 16:09:56 UTC 2025","Mon Sep 01 16:10:01 UTC 2025","4450","","Tests.SignInResetPasswordProfileWEB.ResetPasswordTest","","Tests.SignInResetPasswordProfileWEB.ResetPasswordTest","negativeConfirmingResetPass","negativeConfirmingResetPass()","Check alert about Incorrect Confirmation code in Reset Password 2nd step"
"passed","Mon Sep 01 16:10:04 UTC 2025","Mon Sep 01 16:10:06 UTC 2025","1869","","Tests.SignInResetPasswordProfileWEB.LoginTest","","Tests.SignInResetPasswordProfileWEB.LoginTest","loginNegativePasswordTest","loginNegativePasswordTest()","Check Incorrect Password in LogIn Page"
"passed","Mon Sep 01 16:08:57 UTC 2025","Mon Sep 01 16:08:59 UTC 2025","2320","","Tests.CRUDPosts.CreatePostValidationTests","","Tests.CRUDPosts.CreatePostValidationTests","supplierAnalysisLargeFileUploadErrorTest","supplierAnalysisLargeFileUploadErrorTest()","Check Upload Big File Error to Supplier Analysis"
"passed","Mon Sep 01 16:09:51 UTC 2025","Mon Sep 01 16:09:55 UTC 2025","3865","","Tests.SignInResetPasswordProfileWEB.ResetPasswordTest","","Tests.SignInResetPasswordProfileWEB.ResetPasswordTest","negativePasswordReq","negativePasswordReq()","Check Incorrect email in Reset Password"
"passed","Mon Sep 01 16:08:52 UTC 2025","Mon Sep 01 16:08:55 UTC 2025","2659","","Tests.CRUDPosts.CreatePostValidationTests","","Tests.CRUDPosts.CreatePostValidationTests","checkClickCANCELButton","checkClickCANCELButton()","Check the Cancel button is work correct"
"passed","Mon Sep 01 16:09:46 UTC 2025","Mon Sep 01 16:09:50 UTC 2025","4338","","Tests.CRUDPosts.CreatePositiveCasesPostsTest","","Tests.CRUDPosts.CreatePositiveCasesPostsTest","createPostWithMinimalOptionsTest","createPostWithMinimalOptionsTest()","Check Create Post only with Required Fields"
"passed","Mon Sep 01 16:09:18 UTC 2025","Mon Sep 01 16:09:46 UTC 2025","27455","","Tests.CRUDPosts.CreatePositiveCasesPostsTest","","Tests.CRUDPosts.CreatePositiveCasesPostsTest","createPostWithAllOptionsTest","createPostWithAllOptionsTest()","Check Create Post with All Fields"
